product,bloated_deps_count_1,bloated_deps_loc_1,bloated_files_count_1,bloated_files_loc_1,bloated_functions_count_1,bloated_functions_loc_1,used_direct_deps_count_1,used_direct_deps_loc_1,used_direct_files_count_1,used_direct_files_loc_1,used_direct_functions_count_1,used_direct_functions_loc_1,transitive_bloated_dependencies_count,transitive_bloated_dependencies_loc,transitive_bloated_files_count,transitive_bloated_files_loc,transitive_bloated_functions_count,transitive_bloated_functions_loc,transitive_used_dependencies_count,transitive_used_dependencies_loc,transitive_used_files_count,transitive_used_files_loc,transitive_used_functions_count,transitive_used_functions_loc
approvals/approvaltests.python,4,60986,136,63871,3294,45945,3,7307,7,4422,41,1047,28,306761,833,318894,11734,226097,2,16611,9,4478,16,337
chrismattmann/tika-python,1,5435,84,31604,1557,21553,1,27538,2,1369,59,888,13,79929,193,79929,3380,55497,0,0,0,0,0,0
moepman/acertmgr,0,0,51,7595,1224,10238,1,17639,21,10044,74,874,2,19120,33,19120,1197,13775,0,0,0,0,0,0
cinpla/exdir,2,15543,264,144649,4622,109056,1,133985,4,4879,20,905,0,0,0,0,0,0,0,0,0,0,0,0
pylons/deformdemo,3,17535,371,138455,3081,41602,3,149080,59,28160,235,6797,8,23005,172,52468,3642,40919,7,46223,15,16760,121,2058
icloud-photos-downloader/icloud_photos_downloader,4,12629,318,48973,3205,42115,7,65688,56,29344,368,7436,14,53187,226,72994,4044,51683,4,25228,15,5421,58,996
django-tenants/django-tenants,0,0,735,96443,8028,94763,1,149210,134,52767,502,8213,2,6933,30,7905,439,4576,1,1737,2,765,6,86
benvanwerkhoven/kernel_tuner,1,544,647,297161,10103,269286,3,395098,71,98481,458,20678,5,16100,79,16100,666,11456,0,0,0,0,0,0
fedora-python/pyp2rpm,0,0,96,41751,2561,34778,3,51901,13,10150,68,1137,1,367,2,367,34,212,0,0,0,0,0,0
rollbar/pyrollbar,1,998,12,2241,285,4039,1,5435,7,4192,12,248,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
lektor/lektor,1,177830,561,197126,7641,117687,9,44062,42,24766,190,4118,8,65187,269,87480,5471,74916,8,53828,41,31535,218,4607
mininet/mininet,0,0,67,27296,1377,18496,1,27538,1,242,3,21,0,0,0,0,0,0,0,0,0,0,0,0
spotdl/spotify-downloader,0,0,1,5,184,2575,1,3709,5,3704,23,530,11,67280,226,87530,4179,65449,3,27987,20,7737,119,2624
serhatbolsu/robotframework-appiumlibrary,2,43548,940,231081,14142,129004,4,197676,27,10143,115,1650,11,54940,224,74919,3272,53823,2,22552,9,2573,33,691
matthewgilbert/pdblp,0,0,165,53091,4688,108216,1,161148,65,108057,716,20527,2,1025,264,113934,4116,99806,3,144237,21,31328,110,4234
tilezen/vector-datasource,4,2816,60,8835,459,6493,4,8790,8,2771,33,1083,18,121159,977,378432,17533,315399,7,317969,111,60696,275,4519
tilezen/tilequeue,6,37856,590,189474,9892,151093,7,166782,27,15164,93,1919,12,198541,470,230595,7839,166671,2,38319,15,6265,78,1445
hfaran/slack-export-viewer,1,3178,28,80107,923,15370,3,89617,17,12688,68,1454,4,3426,87,30966,2096,26702,3,38045,15,10505,49,1204
mozilla/mozilla-django-oidc,0,0,848,138631,8715,104895,3,156924,49,18293,198,3233,8,48646,259,103624,5247,71179,4,58090,8,3112,25,334
miketeo/pysmb,0,0,46,6567,727,7436,2,15871,19,9304,127,2584,0,0,0,0,0,-120,0,0,0,0,0,0
hdfgroup/hsds,1,2636,146,30860,2729,29888,9,47214,49,18990,171,3158,12,41602,476,204833,10143,181006,11,223434,64,60203,366,8793
hdfgroup/h5pyd,4,11813,266,113260,4132,103532,2,135016,18,33569,65,2487,26,184253,860,230853,9623,134872,5,55912,22,9312,76,1351
antonagestam/collectfast,0,0,837,142773,8701,104504,2,151724,44,8951,53,689,3,8670,32,8670,445,4359,0,0,0,0,0,0
jbarlow83/ocrmypdf,1,290,274,87271,5367,75671,7,142392,74,55411,633,12241,6,51544,172,60903,3575,40813,2,11294,4,1935,13,483
ipython/ipython,3,3875,324,114477,2613,28136,5,144550,86,33948,488,8630,3,3303,142,33897,3041,35546,7,66589,76,35995,449,7921
ipython/ipykernel,1,121383,396,158697,8046,123742,6,79582,79,42268,374,7749,17,98633,727,244172,8448,105536,8,164897,38,19358,271,4757
rq/rq,0,0,58,19488,1974,26424,2,38276,21,18788,131,2973,1,247,1,247,19,154,0,0,0,0,0,0
geopython/owslib,1,2636,73,20020,1223,18169,4,26084,15,8700,76,1848,4,17101,54,27114,704,18549,1,11176,2,1163,3,77
geopython/pywps,0,0,374,161531,13316,187488,9,310809,120,149278,729,17794,21,74635,465,209995,7907,168501,8,187109,47,51749,214,5607
sphinx-gallery/sphinx-gallery,0,0,163,63404,4103,45258,1,65411,7,2007,12,100,21,206824,620,245505,6127,95896,1,43097,4,4416,11,117
roastero/openroast,0,0,39,5240,301,3638,2,5941,4,701,18,137,7,165165,303,165165,5095,117735,0,0,0,0,0,0
xmendez/wfuzz,2,3785,51,45299,786,9846,2,52197,28,10683,84,1421,0,0,0,0,0,0,0,0,0,0,0,0
nexb/aboutcode-toolkit,1,124,151,23459,2325,28468,5,59301,102,35966,444,7026,1,367,28,7432,529,6560,4,10570,5,3505,49,1471
westpa/westpa,1,8824,1168,504402,21125,482688,11,756657,219,261079,1524,50227,39,542431,1724,628818,28154,390549,8,166864,61,80477,840,14667
yandex/yandex-tank,5,26507,888,305636,14721,204857,13,330440,80,51311,397,7462,12,64475,556,225204,8319,167589,4,183573,18,22844,106,2065
getsentry/responses,0,0,21,5177,537,7375,2,11358,15,6181,48,1171,2,4727,41,21449,555,16465,2,22552,14,5830,91,1794
flav-io/flavio,0,0,793,328364,12132,306706,8,452048,105,123684,663,25729,7,174837,310,178769,6311,139889,5,8565,7,4633,32,708
hyperspy/hyperspyui,2,4219,1121,193815,10518,162475,4,253756,122,64160,315,7500,65,948916,5181,2106417,83245,1428955,30,1521117,398,363616,2654,72942
python-cmd2/cmd2,1,1257,8,7240,66,645,1,6398,2,415,6,283,1,5459,19,5459,192,4265,0,0,0,0,0,0
achael/eht-imaging,1,1153,1521,527241,25759,565380,8,930604,305,404516,2506,81546,32,396626,1860,655311,21159,421825,11,321963,39,63278,189,7010
bastibe/python-soundfile,0,0,9,3594,433,4101,1,8157,7,4563,124,2216,1,1615,17,9955,702,8610,1,10963,3,2623,3,153
ucfopen/canvasapi,1,2636,17,3585,370,5364,2,15535,17,14586,106,2616,3,5725,62,29006,964,23328,3,30168,12,6887,47,1198
duosecurity/duo_client_python,1,998,68,28294,1438,18859,1,27538,1,242,3,21,0,0,0,0,0,0,0,0,0,0,0,0
tock/tockloader,2,3332,74,8332,814,10471,5,17642,34,12642,177,4095,1,6398,99,22311,2029,23409,1,40667,50,24754,159,3685
broadinstitute/fiss,4,92223,308,92223,3554,63325,0,0,0,0,0,0,25,175149,644,175149,6148,94555,1,998,1,998,1,2
graphite-project/carbonate,0,0,54,7149,463,5120,2,9907,8,2758,53,973,12,221255,655,248345,13484,163270,3,30065,5,2975,73,1078
graphite-project/whisper,1,998,1,998,61,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
fireeye/flare-floss,0,0,335,119129,6186,70661,4,138491,37,19362,280,5504,15,189158,648,202939,4868,66350,4,41725,39,27944,191,5254
fmfn/bayesianoptimization,0,0,224,109886,3751,97127,1,133985,14,24099,29,1099,1,1,1,1,0,0,0,0,0,0,0,0
jaegertracing/jaeger-client-python,0,0,5,352,46,330,1,512,1,160,3,28,1,998,20,12458,1060,15253,1,23554,15,12094,64,1535
lonamiwebs/telethon,0,0,9,1153,76,1440,1,2805,5,1652,24,471,0,0,29,6809,615,6292,1,11497,4,4688,17,368
sys-bio/tellurium,3,38682,2996,1158123,48273,1154557,14,1627763,192,508322,1491,53158,43,530809,1571,578951,22420,320701,9,72328,27,24186,115,2636
ptb-m4d/pydynamic,4,746176,1621,940013,27167,573555,1,256968,32,63131,157,7667,18,276821,993,350450,14142,257873,1,133985,49,60356,347,15733
twitterdev/twitter-python-ads-sdk,1,5923,49,12877,672,10531,2,8967,2,2013,30,1027,13,56343,260,87886,3604,60605,3,34508,4,2965,77,1155
cog-creators/red-discordbot,6,24252,612,196507,7245,102479,19,237108,114,64853,532,11192,10,100014,367,167198,6463,108559,8,90870,37,23686,142,2657
projectq-framework/projectq,0,0,862,443658,11882,330504,4,489215,46,45557,207,6366,12,147045,684,259797,11024,201761,4,183793,61,71041,420,20787
jupyter/kernel_gateway,0,0,95,13409,1021,15400,3,22218,15,8809,28,486,71,551867,1955,628321,26043,364578,13,113401,67,36947,383,8105
jupyter/jupyter_client,0,0,104,32077,1758,27128,4,43666,22,11589,128,3007,2,1412,28,3620,707,6105,3,10799,12,8591,104,1787
jupyter/terminado,0,0,22,10915,1003,15356,2,24549,16,13634,99,2128,0,0,0,0,0,-210,0,0,0,0,0,0
jupyter/nbgrader,5,77780,598,213986,15087,221113,5,279693,96,143487,701,16940,81,525913,1897,596278,25085,344089,12,102409,55,32044,234,5471
aliyun/aliyun-oss-python-sdk,1,998,202,45901,3263,35459,4,66951,79,22048,257,5408,5,35467,159,59309,3243,42922,3,30296,9,6454,77,1467
whynothugo/django-mercadopago,3,9249,880,128820,8856,107151,2,149596,44,30025,167,2714,7,27918,178,67192,2857,47406,4,45886,13,6612,81,1311
armmbed/mbed-cli,0,0,14,1328,424,5749,2,10961,22,9633,81,1402,16,99203,352,99203,3757,59828,0,0,0,0,0,0
snok/django-auth-adfs,0,0,857,127424,9591,109236,4,174477,114,47053,573,10110,6,30780,115,50793,2293,35922,3,24765,12,4752,50,923
pyhdi/pyverilog,0,0,27,13363,867,12493,2,19948,4,6585,82,1926,1,367,2,367,34,212,0,0,0,0,0,0
milibris/flask-rest-jsonapi,0,0,213,120674,10319,144136,4,241301,75,120627,543,12196,10,33862,140,58925,3035,40262,2,25942,1,879,1,13
goshippo/shippo-python-client,0,0,48,4703,472,5998,2,10024,14,5321,36,1117,3,15936,59,26261,704,18282,1,11652,3,1327,4,82
atlassian-api/atlassian-python-api,1,998,80,14895,687,12896,3,17867,10,3970,18,382,3,16103,70,28687,874,20503,3,14442,5,1858,10,241
picklepete/pyicloud,1,1596,58,12739,887,11274,4,19212,21,8069,142,2764,10,51275,189,71478,3832,50343,3,24135,11,3932,45,846
radio-astro-tools/spectral-cube,1,998,536,142214,9462,186647,4,296900,133,155684,1055,33709,8,23419,760,335538,12649,316544,6,437019,84,124900,604,26548
4catalyzer/flask-resty,0,0,26,5016,708,10339,4,17721,21,12705,99,2039,8,22736,297,144772,12574,170859,4,262571,90,140535,607,15222
donnemartin/saws,1,38449,574,164618,4832,52260,4,151925,65,25756,342,7705,11,133100,345,133457,7013,81857,1,767,2,410,5,92
sripathikrishnan/redis-rdb-tools,0,0,58,17756,1600,21815,1,28146,5,10390,16,343,2,3062,13,3062,314,2260,0,0,0,0,0,0
pahaz/sshtunnel,0,0,32,10865,819,13172,1,20421,14,9556,114,2207,5,43358,137,43358,2674,29095,0,0,0,0,0,0
adamalton/django-csp-reports,0,0,837,132884,8435,101434,1,149210,32,16326,92,1524,2,6933,31,8025,440,4603,1,1737,1,645,5,77
colinhiggs/pyramid-jsonapi,1,438,235,112985,11027,148257,6,258482,123,145935,784,20746,21,58491,337,93307,5513,68377,5,47183,11,12367,89,1879
scrapy/parsel,1,1668,55,12001,873,10456,4,14759,7,4426,27,680,0,0,0,0,0,-145,0,0,0,0,0,0
scrapy/scrapy,3,3719,442,101842,12131,132400,6,219203,162,121080,871,13388,17,102987,413,125772,5112,70130,10,31039,20,8254,113,2473
scrapy/scrapyd,1,4063,510,116738,10882,117714,2,187969,107,75294,456,7652,27,118883,573,177740,8333,107257,7,68258,17,9401,75,1079
trufont/trufont,1,300,90,13638,1521,19093,5,30232,38,16894,198,2549,7,9340,413,136188,6932,96707,3,154583,42,27735,276,4411
jrnl-org/jrnl,1,14545,205,55254,3646,45075,8,64415,58,23706,268,6002,9,35720,390,152983,3096,38030,2,118504,4,1241,10,113
tmux-python/tmuxp,1,882,30,6874,618,8034,2,11208,13,5216,32,792,0,0,0,0,0,-2,0,0,0,0,0,0
grigorig/stcgal,0,0,41,4864,551,7167,2,12884,19,8020,83,1484,0,0,0,0,0,-43,0,0,0,0,0,0
qquick/transcrypt,0,0,114,79897,4709,65724,1,89175,15,9278,110,3324,2,3285,4,3306,187,1801,1,819,2,798,36,585
charnley/rmsd,0,0,650,331357,10034,274197,2,390953,46,59596,300,14089,0,0,0,0,0,-768,0,0,0,0,0,0
rst2pdf/rst2pdf,0,0,538,187868,7196,87894,6,261279,103,73411,772,15328,2,781,63,10874,1277,19028,2,32599,44,22506,110,3463
kenfar/datagristle,5,52075,422,213266,13380,182281,7,219838,50,58647,180,5797,20,168855,546,220800,12184,150241,5,69069,17,17124,95,1896
uw-hydro/rvic,1,987,775,428525,14383,351786,3,543108,72,115570,777,21759,13,162285,663,240504,10442,183785,3,144237,60,66018,445,20261
bjodah/chempy,1,4266,1661,885309,26025,539672,9,993563,106,112520,716,24725,89,831858,2531,864325,34448,502403,2,38632,6,6165,18,565
bjodah/pyodesys,2,15463,1650,884457,25877,538061,4,969494,82,100500,453,19840,90,856017,2454,856017,33736,492620,0,0,0,0,0,0
datadog/datadogpy,0,0,12,2277,225,3722,1,5435,6,3158,11,202,3,16187,53,26200,644,18267,1,11176,2,1163,3,77
geospace-code/georinex,1,673,263,113243,6071,143350,3,218468,86,105898,663,22461,6,2763,215,60478,5154,110519,3,167847,71,110132,754,21980
vijos/vj4,0,0,150,42446,3422,41660,13,71111,47,28665,254,5689,14,93350,379,140487,5325,77539,8,59898,33,12761,115,2091
bumps/bumps,1,998,1,998,61,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ebroecker/canmatrix,2,41302,257,53076,2579,35101,2,15589,4,3815,14,479,0,0,0,0,0,0,0,0,0,0,0,0
bluesky/bluesky,1,308,61,6522,629,7945,6,15457,18,9243,107,2228,9,18317,304,125281,4830,110021,2,137057,9,30093,36,1951
bluesky/ophyd,0,0,599,233994,7713,205822,4,268758,27,34764,87,3789,1,3072,1,3072,162,1687,0,0,0,0,0,0
translate/translate,0,0,22,3728,303,3919,1,7110,6,3382,29,572,6,38352,85,40635,1344,28330,1,4603,6,2320,29,1181
pypsa/atlite,3,6375,1069,410675,20957,505886,13,767645,300,363345,2733,90292,20,63829,380,130373,6187,91954,9,77909,18,11365,145,3571
hhatto/autopep8,0,0,2,21,67,1731,2,3551,3,3530,63,1220,0,0,0,0,0,0,0,0,0,0,0,0
explosion/thinc,5,1140,139,47175,2473,34707,4,49337,7,3302,68,1098,1,3072,249,126408,4613,106859,3,148070,19,24734,65,1812
esgf/esgf-pyclient,0,0,55,25375,1745,23445,5,37100,25,11725,140,2860,11,35764,242,78500,4472,60752,6,56402,20,13666,96,1860
plotly/dash,3,3630,1794,642315,14129,488899,4,659557,22,20872,75,1867,14,50000,176,71442,3564,55106,3,33347,14,11905,37,995
wwood/singlem,0,0,572,286596,12037,258184,4,461113,152,174517,1222,34857,39,666222,2560,939034,37436,656975,9,479719,146,206907,1038,32701
man-group/arctic,4,6789,20,7698,364,4638,2,2145,3,1236,9,373,1,998,17,5264,332,4980,1,7616,2,3350,32,1283
stphivos/django-mock-queries,1,15925,942,164225,9543,114595,2,151041,10,2741,20,433,3,9569,37,10661,521,5763,1,1737,1,645,5,77
scikit-tda/kepler-mapper,0,0,270,175272,4137,127075,2,187768,9,12496,33,1005,2,1438,676,325011,10685,279555,3,406246,70,82673,434,19565
sanic-org/sanic,1,54,62,11147,608,10675,7,17012,22,5919,87,1896,0,0,0,0,0,-29,0,0,0,0,0,0
bids-standard/pybids,0,0,1115,473967,25998,534964,9,842026,291,368059,2250,69372,8,11251,105,19831,1185,12761,3,13324,3,4744,32,1026
sumologic/sumologic-python-sdk,0,0,7,580,153,2067,1,5435,11,4855,83,1857,2,4727,46,24397,608,17476,2,22552,9,2882,38,787
quantopian/qgrid,1,14473,271,66439,5592,119610,2,167402,76,115436,822,22197,81,574252,2215,741047,29590,454119,6,214125,39,47330,238,8730
salsita/shishito,2,3495,630,162333,9138,97256,5,175594,55,16756,157,2719,15,26471,312,100120,5515,80826,6,95271,42,21622,195,4143
tchellomello/python-amcrest,2,4894,23,6699,442,6757,1,5435,8,3630,15,269,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
openwateranalytics/pyswmm,2,16187,9,16187,267,3133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cobrateam/splinter,0,0,37,10945,458,7306,1,11652,2,707,2,11,0,0,0,0,0,0,0,0,0,0,0,0
pyspeckit/pyspeckit,0,0,544,209093,9447,177410,2,327593,92,118500,648,20538,9,132802,642,232537,10894,208547,5,198584,71,98849,513,20800
nipy/nibabel,0,0,217,91313,3761,92855,2,138048,35,46735,211,8363,0,0,0,0,0,-190,0,0,0,0,0,0
tensorlayer/tensorlayer,1,1915,413,146594,5245,154448,7,273056,123,128377,1172,42296,9,148780,1081,434061,14693,401075,7,462190,149,176909,954,41529
ethereum/py-evm,2,200,68,5965,531,5009,5,10310,21,4545,120,1399,7,65763,242,66333,3093,40929,2,2078,15,1508,45,465
tulip-control/polytope,0,0,930,439736,12269,368372,3,492773,41,53037,172,8185,0,0,0,0,0,-2,0,0,0,0,0,0
weaverba137/pydl,0,0,854,337646,12909,314163,2,459569,83,121923,550,18320,11,171434,799,347222,14105,263029,4,284944,71,109156,491,21075
pycontribs/jira,1,3072,37,8573,461,5861,3,6464,4,963,13,244,3,16590,154,39994,1332,30071,4,31796,21,8392,140,2866
cwacek/python-jsonschema-objects,1,998,39,6921,634,7625,3,12308,15,6385,45,655,4,5923,37,7419,439,6233,2,3171,3,1675,9,71
graphbrain/graphbrain,2,43668,991,322649,10477,291677,8,471382,174,192401,1531,57715,42,331886,1573,568744,21215,377963,7,326377,77,89519,425,15512
fabfuel/ecs-deploy,0,0,329,80374,4611,59745,4,93051,21,12677,114,1810,6,26559,112,44771,1964,35194,3,24703,11,6491,18,355
nschloe/pygmsh,0,0,44,1349,84,2009,1,15805,43,14456,294,10472,3,124402,634,228005,5537,122311,2,160351,56,56748,256,8787
nschloe/tikzplotlib,1,1268,118,78628,2931,51655,1,124992,45,47632,279,3651,9,130942,613,235464,10453,189746,3,172617,77,68095,343,14578
nschloe/meshio,0,0,260,103603,4394,103314,2,160351,56,56748,258,9030,3,124402,374,124402,1141,18754,0,0,0,0,0,0
zulko/moviepy,1,454,42,29497,1087,21284,1,32772,7,3729,32,1207,6,37088,414,164249,5965,141667,2,165001,23,37840,85,3401
xgcm/xgcm,1,40304,348,81588,6398,126883,2,153522,89,112238,852,22041,9,20381,511,174109,10786,215177,7,331327,139,177599,1425,50958
xgcm/xrft,0,0,571,290771,11022,290346,3,410490,99,119719,928,24440,9,20381,503,163567,10674,211238,7,331327,147,188141,1539,54610
home-assistant-ecosystem/home-assistant-cli,9,117494,392,117494,3915,49815,0,0,0,0,0,0,22,80927,203,80927,3060,56064,0,0,0,0,0,0
home-assistant-ecosystem/python-mystrom,0,0,122,47620,3155,40065,4,63285,25,15665,180,3437,5,5639,76,28407,993,23195,5,29675,10,6907,55,1169
oemof/feedinlib,0,0,230,93611,3909,106273,2,162507,57,68896,411,17351,9,39286,736,324607,12691,323879,4,428368,93,143047,870,25764
oemof/demandlib,0,0,379,153714,8182,197224,2,295133,89,141419,1002,29745,2,1025,45,9605,416,4832,2,10252,2,1672,30,982
sassoftware/python-swat,0,0,157,41119,4500,100088,2,166583,91,125464,1145,32597,3,5628,304,134848,4705,116796,6,166913,36,37693,167,5489
languitar/autosuspend,0,0,1,232,450,5565,1,10181,9,9949,94,1264,0,0,0,0,0,0,0,0,0,0,0,0
bundlewrap/bundlewrap,0,0,173,41267,4077,47220,9,86545,76,45278,503,8925,6,35590,88,45603,1874,32105,1,11176,2,1163,3,77
sebp/scikit-survival,0,0,217,64262,5609,118203,5,181612,79,117350,904,25039,3,2096,665,299703,10325,270897,4,401205,79,103598,518,23157
pwr-solaar/solaar,0,0,100,25106,1679,19111,5,44063,29,18957,129,2259,1,998,1,998,61,341,0,0,0,0,0,0
borda/birl,1,587,1329,529209,26287,554379,13,885158,255,356536,2219,67115,16,270042,776,307328,10224,211444,5,58147,19,20861,113,4093
finat/finat,0,0,1007,555128,15749,300260,2,587534,17,32406,54,2301,2,48360,60,48360,1375,31809,0,0,0,0,0,0
koenedaele/skosprovider,0,0,29,7613,596,5650,2,14037,9,6424,126,2617,4,9971,40,10739,579,6638,1,1110,1,342,3,55
ccrisan/motioneye,1,2787,162,49096,5223,58942,3,90959,74,44650,315,6905,1,367,2,367,34,14,0,0,0,0,0,0
peerchemist/finta,0,0,158,48509,4591,105857,1,161148,72,112639,818,22904,2,1025,258,109873,4090,98560,3,144237,27,35389,136,5462
dr-prodigy/python-holidays,0,0,16,5914,273,4865,1,7616,2,1702,30,1035,1,998,1,998,61,363,0,0,0,0,0,0
taspinar/twitterscraper,3,8906,71,14508,1258,14615,2,14893,18,9291,101,1278,5,26964,70,36977,1123,26140,1,11176,2,1163,3,77
xknx/xknx,0,0,65,14105,1265,10801,2,18170,13,4065,43,484,2,19120,33,19120,1210,13894,1,247,1,247,6,69
tmancal74/quantarhei,0,0,823,427434,13821,335042,7,533273,92,105839,484,20604,10,165511,451,169010,7010,105320,1,4063,1,564,5,151
sunscrapers/djoser,1,91,58,2825,198,1393,2,3277,4,543,8,50,15,105480,1415,249798,15178,188807,5,183149,88,38831,378,6117
fizzadar/pyinfra,0,0,363,88943,7230,85931,10,146702,97,57759,667,12184,13,60311,249,90908,4621,62764,5,40849,26,10252,85,1416
cloudve/cloudbridge,2,1288,11,2574,238,2125,2,2110,6,824,11,47,1,4063,14,3791,191,2802,0,0,0,272,0,0
scrapy-plugins/scrapy-zyte-smartproxy,1,22225,170,22225,1527,15311,0,0,0,0,0,0,34,327896,1034,356604,18209,218404,2,29136,3,428,6,68
entilzha/pyfunctional,1,2721,15,6682,304,5759,1,5996,1,2035,8,92,2,1847,6,1847,123,1404,0,0,0,0,0,0
gandi/gandi.cli,0,0,93,33577,2257,31254,4,49026,27,15449,195,3100,3,16103,53,26116,643,18126,1,11176,2,1163,3,77
novnc/websockify,0,0,234,129381,3775,98151,1,133985,4,4604,5,75,0,0,0,0,0,0,0,0,0,0,0,0
vericast/spylon-kernel,0,0,94,12906,887,12198,3,18324,12,5418,46,743,28,357928,1238,457632,17378,244773,6,112712,21,13008,98,1826
flyingrub/scdl,0,0,112,15275,1541,16831,7,32299,41,17024,173,2979,7,25713,83,35726,1091,25036,1,11176,2,1163,3,77
django-salesforce/django-salesforce,0,0,753,98731,8368,99738,3,157281,140,58550,516,8679,5,23036,83,34021,1082,22329,2,12913,4,1928,9,163
ppb/pursuedpybear,0,0,60,10907,824,11336,3,22968,21,12061,65,1458,0,0,4,1374,181,1094,1,1915,1,541,5,112
spacetelescope/imexam,0,0,1191,540020,19464,449703,4,718546,141,178526,965,36123,8,131064,464,168843,7593,129558,5,66337,11,28558,33,1203
spacetelescope/synphot_refactor,0,0,1017,401733,16149,392765,3,593554,158,191821,1098,38876,1,5923,34,9493,788,26360,2,25967,3,22397,14,712
spacetelescope/gwcs,0,0,1006,373040,14566,337301,4,489104,86,116064,512,17833,12,23628,292,90516,5435,119998,3,161812,69,94924,460,18975
spacetelescope/drizzlepac,1,593,2060,552506,24260,554195,15,945332,400,393419,2689,97222,45,501820,2085,790667,38508,683513,22,610306,244,321459,2469,75557
spacetelescope/pysynphot,1,998,431,137394,6833,134850,2,209547,59,73151,436,13774,2,9838,230,88234,4465,117487,3,159952,52,81556,295,11627
theqrl/qrl,8,27585,154,42411,3625,40292,8,34933,27,20107,139,3269,34,211840,935,269427,12798,169539,4,79476,44,21889,127,1890
django-waffle/django-waffle,0,0,820,121720,8414,100978,1,149210,49,27490,127,2157,2,6933,31,8550,444,4494,1,1737,1,120,1,9
comictagger/comictagger,1,6166,74,13658,768,12272,7,16501,21,9009,99,2468,6,20882,197,71956,3706,63266,5,78237,51,27163,119,3680
gregreen/dustmaps,0,0,1090,435453,17197,414347,7,618107,142,182654,977,36287,15,194548,688,314484,11658,205767,5,160572,16,40636,32,1014
g-node/nixpy,1,998,241,117050,3957,98615,2,139162,16,23110,71,2729,0,0,0,0,0,0,0,0,0,0,0,0
spotify/luigi,0,0,47,20361,1417,22374,4,33873,20,13512,107,2073,2,1919,197,71200,3747,42525,2,70635,2,1354,4,31
20c/vaping,2,31441,79,32731,1644,23542,3,3583,5,2293,24,487,13,116219,363,137910,6857,92119,4,27639,14,5948,30,647
kevin1024/vcrpy,2,2913,52,14645,1107,14316,3,18992,15,7260,34,528,2,12156,13,12156,196,9329,0,0,0,0,0,0
mopidy/mopidy-spotify,0,0,53,8530,627,7819,1,11287,14,2757,42,512,7,56096,229,103642,4923,73508,4,55525,21,7979,118,2502
evonove/mkm-sdk,0,0,17,5385,235,3913,1,5435,1,50,1,11,5,39142,137,40376,1092,27840,1,1351,1,117,1,38
wtforms/wtforms,0,0,1,63,33,208,1,367,1,304,2,93,0,0,0,0,0,-89,0,0,0,0,0,0
sumpfork/dominiontabs,1,1486,125,45395,3125,41580,1,77042,34,33133,408,8411,16,79930,430,119660,6610,88657,2,58554,39,18824,89,2914
posativ/isso,0,0,103,32714,2898,33139,5,68006,57,35292,444,10400,4,20485,40,21253,1317,14664,1,1110,1,342,6,100
pywr/pywr,1,29138,1077,400361,15168,406959,4,545313,117,174090,1082,32378,6,8836,340,111224,8743,145662,6,229604,95,127216,1129,29366
flasgger/flasgger,1,998,91,18966,1463,19266,5,27700,17,9732,43,1167,8,24389,127,47639,2821,38745,4,34309,20,11059,76,1509
bradleyg/django-s3direct,0,0,773,106457,8069,95903,1,149210,96,42753,458,6993,2,6933,30,7905,439,4656,1,1737,2,765,6,86
lyft/confidant,14,61919,702,195920,14906,171277,20,217506,166,83505,934,17302,28,115067,472,172717,9275,128488,7,80006,33,22356,181,3630
samuelcolvin/arq,0,0,71,28951,2074,28583,2,38276,8,9325,30,812,3,3330,4,3330,181,1843,0,0,0,0,0,0
samuelcolvin/grablib,1,14545,46,21375,1404,19982,2,15565,17,8735,120,2549,2,4727,46,24397,608,17476,2,22552,9,2882,38,787
parallelssh/parallel-ssh,2,48,217,38530,3530,33502,1,60283,40,21801,170,2497,3,9331,90,34734,1848,21634,1,27538,5,2135,70,1053
jupyter-widgets/ipyleaflet,1,746,36,5561,339,3919,2,7879,8,3064,37,700,33,417753,1299,480152,18318,256208,4,70220,14,7821,106,2138
thenaterhood/gscreenshot,0,0,87,26022,1151,20893,1,31016,7,4994,18,564,0,0,0,0,0,0,0,0,0,0,0,0
veeresht/commpy,0,0,1609,930010,25409,541537,4,969494,30,39484,135,4957,13,230577,552,230577,9096,146700,0,0,0,0,0,0
smartsheet-platform/smartsheet-python-sdk,2,4807,62,11896,750,11084,2,13051,9,5962,45,1278,2,15979,52,26008,642,18163,2,11300,3,1271,4,100
encode/django-rest-framework,0,0,729,87369,7855,91357,1,149210,140,61841,675,11613,2,6933,33,8276,509,5415,2,4373,5,3030,17,337
cuthbertlab/music21,3,134117,260,185484,4430,73280,3,57845,30,6478,76,1198,16,330838,747,331774,11659,226867,1,5328,1,4392,1,51
pyfilesystem/pyfilesystem2,2,1606,69,28902,1457,19332,1,27538,1,242,3,21,0,0,0,0,0,0,0,0,0,0,0,0
googlecloudplatform/perfkitbenchmarker,0,0,90,33791,2412,32290,3,53304,25,19513,266,4737,32,320859,1932,664463,30281,522138,23,588075,220,244471,1544,48374
jarun/buku,3,37829,115,37829,2267,23818,0,0,0,0,0,0,6,36319,78,36319,1871,24552,0,0,0,0,0,0
