product,own_files_count,own_files_loc,own_functions_count,own_functions_loc,total_dependency_functions_count,total_dependency_functions_loc,total_dependency_files_count,total_dependency_files_loc,reachable_dependencies,reachable_dependencies_loc,reachable_dependency_files,reachable_dependency_files_loc,reachable_dependency_functions,reachable_dependency_functions_loc,total_dependencies_count,total_dependencies_loc,bloated_dependencies_count,bloated_dependencies_loc,bloated_files_count,bloated_files_loc,bloated_functions_count,bloated_functions_loc,bloated_deps_count_1,bloated_deps_loc_1,bloated_files_count_1,bloated_files_loc_1,bloated_functions_count_1,bloated_functions_loc_1,used_direct_deps_count_1,used_direct_deps_loc_1,used_direct_files_count_1,used_direct_files_loc_1,used_direct_functions_count_1,used_direct_functions_loc_1,transitive_bloated_dependencies_count,transitive_bloated_dependencies_loc,transitive_bloated_files_count,transitive_bloated_files_loc,transitive_bloated_functions_count,transitive_bloated_functions_loc,transitive_used_dependencies_count,transitive_used_dependencies_loc,transitive_used_files_count,transitive_used_files_loc,transitive_used_functions_count,transitive_used_functions_loc
aio-libs/aiohttp-session,12,992,70,629,1870,30956,96,44196,5,33107,12,5992,56,1033,9,9,4,11089,84,38204,1815,29923,0,0,39,16170,1208,13335,1,20182,6,4012,25,493,4,11089,45,22034,607,16588,4,12925,6,1980,31,540
aio-libs/yarl,6,1536,89,1113,196,9329,13,12156,1,11376,2,454,21,358,2,2,1,780,11,11702,175,8971,1,780,11,11702,175,8971,1,11376,2,454,21,358,0,0,0,0,0,0,0,0,0,0,0,0
aio-libs/aiohttp-sse,3,296,27,170,1870,30956,96,44196,1,20182,2,1266,6,87,9,9,8,24014,94,42930,1864,30869,0,0,43,18916,1226,13739,1,20182,2,1266,6,87,8,24014,51,24014,638,17130,0,0,0,0,0,0
aio-libs/aiohttp-devtools,13,1370,73,930,4354,62370,490,188447,13,177671,62,34631,259,5811,19,19,6,10776,428,153816,4100,56559,0,0,330,121245,2542,31482,5,149685,49,28440,202,4607,6,10776,98,32571,1558,25077,8,27986,13,6191,57,1204
geoscienceaustralia/eo-datasets,32,14812,479,10432,53651,987391,2695,1357157,24,637053,178,129536,914,26633,68,68,44,720104,2517,1227621,52749,960758,1,76867,1030,463199,18640,377069,18,450960,118,64628,517,10955,43,643237,1487,764422,34109,583689,6,186093,60,64908,397,15678
bxlab/bx-python,223,32908,1547,22691,3780,98226,238,133985,1,133985,15,31403,50,2157,1,1,0,0,223,102582,3730,96069,0,0,223,102582,3730,96069,1,133985,15,31403,50,2157,0,0,0,0,0,0,0,0,0,0,0,0
tlsfuzzer/python-ecdsa,31,19101,950,11996,61,363,1,998,1,998,1,998,1,2,1,1,0,0,0,0,60,361,0,0,0,0,60,361,1,998,1,998,1,2,0,0,0,0,0,0,0,0,0,0,0,0
tlsfuzzer/tlslite-ng,151,59765,2990,45561,950,10625,30,16663,2,16663,12,10984,89,1447,2,2,0,0,18,5679,861,9178,0,0,18,5679,801,8817,1,15665,11,9986,88,1445,0,0,0,0,60,361,1,998,1,998,1,2
moonso/genmod,60,7050,120,5126,3045,44688,153,62623,7,23004,19,13134,94,2246,16,16,9,39619,134,49489,2952,42442,2,29502,72,31611,1888,25718,4,7355,7,5246,27,749,7,10117,62,17878,1064,16724,3,15649,12,7888,67,1497
sharppy/sharppy,76,29113,1097,24286,1246,28450,92,41328,4,24351,11,6199,46,1321,7,7,3,16977,81,35129,1200,27129,0,0,28,8123,497,8603,2,13051,8,4928,42,1221,3,16977,53,27006,703,18526,2,11300,3,1271,4,100
farrokhi/dnsdiag,8,1388,27,1005,2524,43051,241,63428,5,47325,24,11936,98,2363,8,8,3,16103,217,51492,2427,40688,0,0,164,25376,1784,22517,4,36149,22,10773,95,2286,3,16103,53,26116,643,18171,1,11176,2,1163,3,77
wheatoncs/lexos,64,10385,408,8142,58611,1419833,5624,2228034,16,1523001,161,197878,816,38509,71,71,55,705033,5463,2030156,57806,1381324,0,0,2446,1006970,25238,756739,8,1167592,120,160622,641,32073,55,705033,3017,1023186,32568,624585,8,355409,41,37256,175,6436
nordicsemiconductor/pc-nrfutil,41,9170,346,4882,7031,79162,347,130517,11,71961,63,35585,361,5896,17,17,6,58556,284,94932,6680,73266,3,21797,165,46579,3906,46766,8,57640,58,32858,350,5638,3,36759,119,48353,2774,26500,3,14321,5,2727,11,258
zarr-developers/numcodecs,25,2305,108,1240,3796,98405,239,134232,1,133985,18,29919,93,3596,2,2,1,247,221,104313,3703,94809,1,247,221,104313,3703,94809,1,133985,18,29919,93,3596,0,0,0,0,0,0,0,0,0,0,0,0
frictionlessdata/datapackage-py,15,2845,132,2161,18380,263713,943,444691,10,92931,65,19091,261,5197,35,35,25,351760,878,425600,18120,258516,1,998,93,53053,1240,15059,7,66145,54,14090,216,4219,24,350762,785,372547,16880,243457,3,26786,11,5001,45,978
f5networks/f5-common-python,308,31824,1808,15168,974,23247,79,34751,2,6474,5,1894,7,118,7,7,5,28277,74,32857,969,23129,1,998,5,1978,92,1060,1,1039,1,59,1,3,4,27279,69,30879,877,22069,1,5435,4,1835,6,115
f5networks/f5-openstack-agent,50,16011,738,12367,2494,36204,357,62113,2,28276,8,2166,27,271,8,8,6,33837,349,59947,2467,35933,0,0,271,26110,1493,12607,1,27278,7,1168,26,269,6,33837,78,33837,974,23326,1,998,1,998,1,2
patonlab/goodvibes,11,4253,46,3713,11736,327012,810,445285,1,27493,6,1888,19,511,6,6,5,417792,804,443397,11717,326501,1,133985,302,159590,4228,122469,1,27493,6,1888,19,511,4,283807,502,283807,7489,204032,0,0,0,0,0,0
alexanderfabisch/gmr,6,1427,45,1188,10331,287518,696,390953,2,390953,55,74955,337,16028,2,2,0,0,641,315998,9997,271490,0,0,641,315998,9997,272258,2,390953,55,74955,337,16028,0,0,0,0,0,-768,0,0,0,0,0,0
fossasia/pslab-python,43,10698,550,7438,12759,319445,828,439518,8,436446,76,73313,526,18955,9,9,1,3072,752,366205,12241,300490,0,0,660,332898,10373,276950,3,399463,64,66565,379,16544,1,3072,92,33307,1868,23540,5,36983,12,6748,147,2411
optimizely/python-sdk,54,10538,369,7635,4625,63457,250,93021,3,21258,12,6523,23,558,16,16,13,71763,238,86498,4602,62899,2,10806,50,15528,1146,14297,2,10082,10,5360,20,481,11,60957,188,70970,3456,48602,1,11176,2,1163,3,77
okpy/ok-client,74,8406,472,6086,9425,120151,538,181567,5,52751,34,13046,286,4404,23,23,18,128816,504,168521,9140,115747,1,3446,38,6664,828,9287,3,14446,30,11228,206,3166,17,125370,466,161857,8312,106460,2,38305,4,1818,80,1238
casacore/python-casacore,35,8812,454,6238,3841,98589,239,134983,1,133985,9,26653,37,1873,2,2,1,998,230,108330,3805,96716,1,998,230,108330,3805,97027,1,133985,9,26653,37,1873,0,0,0,0,0,-311,0,0,0,0,0,0
playpauseandstop/rororo,21,3806,120,2100,7847,106131,648,157103,16,95927,52,22815,182,3459,29,29,13,61176,596,134288,7672,102672,1,2798,235,29498,2055,20885,6,32215,25,5515,61,1605,12,58378,361,104790,5617,81787,10,63712,27,17300,121,1854
ess-dmsc/lewis,52,8571,428,4669,977,12002,98,19501,2,16109,9,1960,14,175,5,5,3,3392,89,17541,965,11827,2,1818,86,15967,838,10682,2,16109,9,1960,14,175,1,1574,3,1574,127,1145,0,0,0,0,0,0
scikit-optimize/scikit-optimize,41,10811,292,7829,14861,421658,1018,587051,5,585704,119,165418,666,28504,7,7,2,1347,899,421633,14208,393154,1,276,881,415029,13802,388680,4,579781,118,165028,664,28485,1,1071,18,6604,406,4474,1,5923,1,390,2,19
mwaskom/seaborn,64,30613,655,16577,19453,387196,1105,592362,6,461393,182,229585,1685,52692,16,16,10,130969,923,362777,17792,334504,0,0,452,200114,10746,231074,3,420125,173,220011,1634,50823,10,130969,471,162663,7046,103430,3,41268,9,9574,51,1869
smarr/rebench,43,5857,422,4039,2516,37195,118,50561,5,33948,20,16366,97,3169,8,8,3,16613,98,34195,2419,34026,0,0,32,11579,1240,16898,4,26332,19,14753,68,2208,3,16613,66,22616,1179,17128,1,7616,1,1613,29,961
httpie/http-prompt,17,1969,134,1041,14401,218449,1401,474008,14,274566,165,63274,1000,17605,23,23,9,199442,1236,410734,13408,200844,0,0,166,29361,2883,33455,5,61450,98,32089,447,7386,9,199442,1070,381373,10525,167389,9,213116,67,31185,553,10219
httpie/httpie,86,10742,500,6168,10525,168601,1127,395447,10,209054,96,39993,468,10468,15,15,5,186393,1031,355454,10063,158133,1,177830,918,325559,9196,135742,7,181899,80,34170,400,8394,4,8563,113,29895,867,22391,3,27155,16,5823,68,2074
spyder-ide/qtawesome,9,2097,70,1598,290,3268,80,6903,0,0,0,0,0,0,2,2,2,6903,80,6903,290,3268,1,2840,66,2840,99,466,0,0,0,0,0,0,1,4063,14,4063,191,2802,0,0,0,0,0,0
flask-api/flask-api,16,1256,81,733,2984,41581,140,60392,4,42733,38,25438,154,3571,9,9,5,17659,102,34954,2833,38010,0,0,11,2525,321,5505,1,8791,11,6266,34,1006,5,17659,91,32429,2512,32505,3,33942,27,19172,120,2565
zalando/connexion,52,8551,565,5826,4939,78843,282,114367,12,91945,48,37024,155,3123,22,22,10,22422,234,77343,4786,75720,1,363,111,34576,2981,41121,7,62009,36,27796,103,2405,9,22059,123,42767,1805,34599,5,29936,12,9228,52,718
zalando/patroni,64,24804,1602,19858,2341,35179,105,56117,8,55119,46,33101,302,6038,9,9,1,998,59,23016,2040,29141,0,0,55,16035,1979,28823,7,48721,44,32686,296,5755,1,998,4,6981,61,318,1,6398,2,415,6,283
altschool/dynamic-rest,40,5792,267,4189,10645,130978,1042,191313,4,148032,78,34441,313,5407,13,13,9,43281,964,156872,10344,125571,2,6433,873,119052,9178,101679,3,146295,76,33676,307,5321,7,36848,91,37820,1166,23892,1,1737,2,765,6,86
pimutils/todoman,10,2833,160,1848,2636,41018,120,56780,9,51386,45,34858,383,8268,11,11,2,5394,75,21922,2258,32750,1,4396,54,16390,1821,26013,7,41134,41,29140,374,7703,1,998,21,5532,437,6737,2,10252,4,5718,9,565
pimutils/khal,30,11063,587,8219,2678,40231,108,56318,9,50924,45,37598,495,11491,11,11,2,5394,63,18720,2195,28740,1,4396,42,13067,1793,23267,6,40539,38,31868,442,9641,1,998,21,5653,402,5473,3,10385,7,5730,53,1850
smtg-ucl/galore,9,2130,59,1768,20534,448194,1305,685519,4,517043,58,74557,332,14766,14,14,10,168476,1247,610962,20204,433428,0,0,798,441872,13197,327787,3,515945,55,74073,324,14732,10,168476,449,169090,7007,105641,1,1098,3,484,8,34
auth0/auth0-python,61,7748,428,5679,3476,48437,190,71666,4,36443,21,9615,67,1188,9,9,5,35223,169,62051,3409,47249,0,0,16,2382,300,4528,2,7628,14,5246,42,759,5,35223,153,59669,3109,42721,2,28815,7,4369,25,429
unidata/siphon,27,8408,304,4719,11779,273162,652,367110,8,340318,118,158567,1106,32988,14,14,6,26792,534,208543,10690,240174,1,17125,436,170626,9489,215100,4,307514,107,154013,1038,31219,5,9667,98,37917,1201,25074,4,32804,11,4554,68,1769
unidata/metpy,68,36262,897,26735,33128,723223,1935,1046416,19,911884,291,367693,2498,81148,30,30,11,134532,1644,678723,30668,642075,0,0,886,409097,18410,419689,8,668662,193,259565,1827,49196,11,134532,758,269626,12258,222386,11,243222,98,108128,671,31952
koed00/django-q,42,4533,257,2701,10115,125107,955,194317,8,186386,126,68333,543,9753,11,11,3,7931,829,125984,9592,115354,0,0,780,107487,8796,104969,5,170635,119,63148,523,9001,3,7931,49,18497,796,10385,3,15751,7,5185,20,752
wolph/python-progressbar,32,10590,573,5956,230,3309,17,5448,1,2376,2,750,5,206,2,2,1,3072,15,4698,225,3103,0,0,14,1626,63,1416,1,2376,2,750,5,206,1,3072,1,3072,162,1687,0,0,0,0,0,0
edgewall/genshi,23,12127,681,8018,61,363,1,998,0,0,0,0,0,0,1,1,1,998,1,998,61,363,1,998,1,998,61,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
keepkey/python-keepkey,48,18647,398,3957,3405,42786,156,66114,4,47991,9,8896,89,1782,6,6,2,18123,147,57218,3317,41004,1,17125,80,30051,1935,23013,3,20453,7,7527,30,894,1,998,67,27167,1382,17991,1,27538,2,1369,59,888
fboender/ansible-cmdb,68,18439,1110,13869,926,10988,57,15052,2,14444,29,11523,164,3259,5,5,3,608,28,3529,767,7729,2,241,26,3162,733,7531,2,14444,29,11523,164,3259,1,367,2,367,34,198,0,0,0,0,0,0
pixaranimationstudios/opentimelineio,82,25502,970,20148,772,7685,32,12727,1,12727,11,6791,84,1610,1,1,0,0,21,5936,689,6075,0,0,21,5936,689,6081,1,12727,11,6791,84,1610,0,0,0,0,0,-6,0,0,0,0,0,0
pretenders/pretenders,39,2857,193,1850,128,1890,1,2392,1,2392,1,2392,46,874,1,1,0,0,0,0,82,1016,0,0,0,0,82,1016,1,2392,1,2392,46,874,0,0,0,0,0,0,0,0,0,0,0,0
byt3bl33d3r/crackmapexec,115,16074,549,11199,34997,483337,3058,954841,32,503290,376,187436,2239,42800,69,69,37,451551,2682,767405,32798,440537,4,12244,152,37355,2803,39762,9,53197,55,28086,416,8930,33,439307,2530,730050,29995,400775,23,450093,321,159350,1823,33870
riga/law,118,25902,1387,18830,7221,85247,366,135754,3,57863,30,13471,297,4185,9,9,6,77891,336,122283,6929,81062,0,0,74,18223,1776,15427,2,30325,28,12102,238,3297,6,77891,262,104060,5153,65635,1,27538,2,1369,59,888
twisted/axiom,27,10727,686,6880,16606,193618,923,321497,4,15525,18,6737,33,606,20,20,16,305972,905,314760,16574,193012,0,0,44,5694,588,7262,2,11010,15,5316,28,591,16,305972,861,309066,15986,185750,2,4515,3,1421,5,15
twisted/treq,11,2178,110,1523,16876,202887,930,333767,9,225061,64,51504,334,5763,22,22,13,108706,866,282263,16548,197124,0,0,412,131855,9906,111710,4,177071,55,45216,241,4097,13,108706,454,150408,6642,85414,5,47990,9,6288,93,1666
neovim/pynvim,25,3260,291,2611,61,861,6,1380,1,1308,1,193,1,3,2,2,1,72,5,1187,61,858,1,72,5,1187,61,861,1,1308,1,193,1,3,0,0,0,0,0,-3,0,0,0,0,0,0
grow/grow,283,32134,2171,23997,13508,191715,1163,396365,27,293072,141,85128,741,14679,47,47,20,103293,1022,311237,12778,177036,4,9811,500,178895,8158,105608,19,243884,126,74800,688,13587,16,93482,522,132342,4620,71428,8,49188,15,10328,53,1092
cloudant/python-cloudant,20,7397,294,5338,882,22187,73,32714,3,27987,20,7737,122,2660,5,5,2,4727,53,24977,760,19527,0,0,7,580,152,2051,1,5435,11,4855,84,1873,2,4727,46,24397,608,17476,2,22552,9,2882,38,787
healpy/healpy,19,12175,302,10219,28050,616587,1807,915947,8,783145,187,254645,1269,48105,17,17,9,132802,1620,661302,26788,568482,0,0,979,435472,15897,361614,3,584561,115,149089,752,25783,9,132802,641,225830,10891,206868,5,198584,72,105556,517,22322
rocmsoftwareplatform/tensile,116,59841,1845,48106,1095,16129,69,22524,3,22524,12,6320,33,710,3,3,0,0,57,16204,1062,15419,0,0,57,16204,1062,15419,3,22524,12,6320,33,710,0,0,0,0,0,0,0,0,0,0,0,0
h5py/h5py,35,7430,357,4946,3780,98226,238,133985,1,133985,11,20636,35,1360,1,1,0,0,227,113349,3745,96866,0,0,227,113349,3745,96866,1,133985,11,20636,35,1360,0,0,0,0,0,0,0,0,0,0,0,0
counterpartyxcp/counterblock,28,6944,250,5807,12179,158765,560,238333,8,58767,25,18081,110,2980,22,22,14,179566,535,220252,12070,155785,2,14945,188,35859,3168,34376,7,35897,21,14983,104,2828,12,164621,347,184393,8902,121409,1,22870,4,3098,6,152
vit-project/vit,152,5898,723,4190,1471,19563,39,25723,2,25723,21,18207,296,6372,2,2,0,0,18,7516,1177,13191,0,0,18,7516,1177,13462,2,25723,21,18207,296,6372,0,0,0,0,0,-271,0,0,0,0,0,0
lincolnloop/django-dynamic-raw-id,7,268,13,170,8965,107638,901,157880,2,150947,22,10622,58,916,4,4,2,6933,879,147258,8910,106722,0,0,848,138708,8466,101975,1,149210,21,10502,57,907,2,6933,31,8550,444,4747,1,1737,1,120,1,9
scott-griffiths/bitstring,2,4941,283,3472,564,6479,4,7580,1,7580,3,5196,5,130,1,1,0,0,1,2384,559,6349,0,0,1,2384,559,6349,1,7580,3,5196,5,130,0,0,0,0,0,0,0,0,0,0,0,0
kozea/weasyprint,59,26793,844,21924,7975,112872,475,182179,11,181125,91,57029,563,13335,13,13,2,1054,384,125150,7422,99537,0,0,360,114788,6695,91649,8,168840,86,54052,553,13073,2,1054,24,10362,727,7888,3,12285,5,2977,10,262
kozea/radicale,56,7871,273,5006,1651,26788,102,44318,3,35704,30,18605,204,3100,5,5,2,8614,72,25713,1449,23688,1,7616,71,24715,1388,23446,3,35704,30,18605,204,3100,1,998,1,998,61,242,0,0,0,0,0,0
kozea/cairosvg,21,4200,120,3202,2983,44410,169,65448,8,65448,58,29839,283,6487,8,8,0,0,111,35609,2700,37923,0,0,78,20545,1510,24602,4,42835,45,22290,162,4232,0,0,33,15064,1190,13321,4,22613,13,7549,121,2255
instana/python-sensor,129,11267,477,7568,2233,36764,198,57551,7,35746,32,11913,164,3319,12,12,5,21805,166,45638,2074,33445,4,17202,113,21095,1241,14698,4,10803,21,6910,113,2412,1,4603,53,24543,833,18747,3,24943,11,5003,51,907
qiniu/python-sdk,36,5842,417,4493,882,22187,73,32714,2,16611,13,6018,67,1440,5,5,3,16103,60,26696,815,20747,0,0,7,580,172,2561,1,5435,11,4855,64,1363,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
bird-house/flyingpigeon,36,6499,123,4846,23118,391748,1064,590772,11,258926,79,58588,366,8651,40,40,29,331846,985,532184,22755,383097,0,0,70,23441,2064,27875,4,42582,29,19141,140,1954,29,331846,915,508743,20691,355222,7,216344,50,39447,226,6697
rdflib/rdflib,123,41605,1719,23257,678,9162,29,14709,2,13711,8,8207,44,938,3,3,1,998,21,6502,635,8224,0,0,20,5504,574,7889,2,13711,8,8207,44,938,1,998,1,998,61,335,0,0,0,0,0,0
esss/conda-devenv,5,1621,66,1147,1564,20046,66,28540,3,24219,9,5302,20,458,6,6,3,4321,57,23238,1545,19588,2,3954,55,22871,1511,19434,3,24219,9,5302,20,458,1,367,2,367,34,154,0,0,0,0,0,0
adamlwgriffiths/pyrr,29,5638,313,3800,3833,98949,244,134901,2,134901,26,41921,117,4109,2,2,0,0,218,92980,3716,94840,0,0,218,92980,3716,94840,2,134901,26,41921,117,4109,0,0,0,0,0,0,0,0,0,0,0,0
tmrowco/electricitymap-contrib,147,27976,689,19316,2892,45590,173,65605,4,32209,13,9156,24,479,12,12,8,33396,160,56449,2869,45111,3,28316,123,41809,1940,32776,2,19007,11,5514,20,365,5,5080,37,14640,929,12335,2,13202,2,3642,4,114
c0fec0de/anytree,29,3101,138,2311,61,363,1,998,0,0,0,0,0,0,1,1,1,998,1,998,61,363,1,998,1,998,61,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ably/ably-python,44,5477,487,3825,2869,45114,206,71100,12,45010,65,23758,392,6606,17,17,5,26090,141,47342,2478,38508,2,10636,52,13457,946,15405,4,16798,28,13977,224,3860,3,15454,89,33885,1532,23103,8,28212,37,9781,168,2746
sobhe/hazm,32,10496,357,8572,23037,560917,1442,780811,8,764980,134,141561,1047,32385,12,12,4,15831,1308,639250,21998,528532,1,256,578,294355,10196,231046,3,344296,49,50197,331,8640,3,15575,730,344895,11802,297486,5,420684,85,91364,716,23745
flask-admin/flask-admin,79,16820,1015,11277,3202,43620,159,63895,6,50706,28,13177,81,1281,10,10,4,13189,131,50718,3129,42339,0,0,18,3084,510,7598,2,12294,23,9210,67,953,4,13189,113,47634,2619,34741,4,38412,5,3967,14,328
pytest-dev/pytest-django,24,2258,138,1376,1997,26005,93,36885,1,29250,3,2194,7,121,6,6,5,7635,90,34691,1990,25884,0,0,56,27056,1621,20791,1,29250,3,2194,7,121,5,7635,34,7635,369,5093,0,0,0,0,0,0
pytest-dev/pytest,243,86513,5199,67640,369,5093,34,7635,5,7635,16,5143,112,1778,5,5,0,0,18,2492,258,3315,0,0,18,2492,258,3355,5,7635,16,5143,112,1778,0,0,0,0,0,-40,0,0,0,0,0,0
furlongm/patchman,81,6070,199,3056,11843,145114,1184,249121,12,181509,109,46106,359,5919,22,22,10,67612,1075,203015,11504,139195,3,6118,945,131196,10320,116238,11,169857,106,44779,355,5837,7,61494,130,71819,1184,22957,1,11652,3,1327,4,82
kristianoellegaard/django-health-check,50,1076,61,509,8965,107638,901,157880,2,150947,22,12006,66,1125,4,4,2,6933,879,145874,8902,106513,0,0,848,137849,8462,101849,1,149210,21,11361,61,1048,2,6933,31,8025,440,4664,1,1737,1,645,5,77
tuw-geo/ascat,18,8138,232,6787,10637,252132,600,333419,5,155983,25,38867,99,3916,17,17,12,177436,575,294552,10538,248216,3,163482,487,272260,9586,230916,3,144045,20,35267,85,3344,9,13954,88,22292,952,17300,2,11938,5,3600,14,572
rallytools/rallyresttoolkitforpython,15,6347,182,4806,1110,27089,84,39257,3,27987,20,7737,124,2679,7,7,4,11270,64,31520,986,24410,1,998,8,1578,211,2395,1,5435,11,4855,86,1892,3,10272,56,29942,775,22015,2,22552,9,2882,38,787
deschler/django-modeltranslation,20,3116,184,2254,8965,107638,901,157880,3,154808,142,56252,544,8306,4,4,1,3072,759,101628,8422,99332,0,0,735,95208,7996,94852,1,149210,134,54002,525,8028,1,3072,24,6420,426,4480,2,5598,8,2250,19,278
qutech/qupulse,60,19959,1693,14133,17219,334935,1082,636509,5,636509,181,148977,1444,28989,5,5,0,0,901,487532,15776,305946,0,0,861,454648,14660,279110,4,588650,168,134002,1199,24388,0,0,40,32884,1116,26836,1,47859,13,14975,245,4601
kklmn/xrt,40,23097,236,6920,30551,586541,2083,996374,6,532060,75,80936,406,16749,35,35,29,464314,2008,915438,30149,569792,1,124992,955,508587,17251,371802,3,456364,68,72769,385,16417,28,339322,1053,406851,12898,197990,3,75696,7,8167,21,332
alisw/alibuild,16,3837,135,3230,5567,82261,280,115859,8,89107,51,29374,214,3471,15,15,7,26752,229,86485,5355,78790,0,0,65,14853,1621,23586,5,35223,36,20370,136,2316,7,26752,164,71632,3734,55204,3,53884,15,9004,78,1155
wikimedia/revscoring,173,21863,650,8784,24869,485992,1347,684818,16,535936,106,92765,517,15246,33,33,17,148882,1241,592053,24353,470746,4,83646,805,411662,16024,306827,8,357457,31,29441,186,3242,13,65236,436,180391,8329,163919,8,178479,75,63324,331,12004
pyocd/pyocd,318,73527,3176,35359,5623,67733,253,108576,17,84364,78,48008,575,9382,23,23,6,24212,175,60568,5049,58351,0,0,101,21766,2326,26103,11,54916,59,33150,519,8389,6,24212,74,38802,2723,32248,6,29448,19,14858,56,993
robotframework/sshlibrary,22,5116,328,3635,7958,75321,417,115279,3,71921,99,27861,602,6049,8,8,5,43358,318,87418,7357,69272,0,0,181,44060,4683,40183,3,71921,99,27861,602,6049,5,43358,137,43358,2674,29089,0,0,0,0,0,0
robotframework/seleniumlibrary,56,8696,467,6124,14822,156799,766,258278,4,202997,145,34573,708,7103,16,16,12,55281,621,223705,14118,149696,1,341,396,148621,10845,95953,2,180445,137,32165,676,6417,11,54940,225,75084,3273,53743,2,22552,8,2408,32,686
ickc/pantable,10,2477,106,1900,4844,111989,282,153834,3,143704,25,32702,91,3076,4,4,1,10130,257,121132,4753,108913,0,0,229,107395,3928,97226,2,137781,19,30386,82,2910,1,10130,28,13737,825,11687,1,5923,6,2316,9,166
django-ses/django-ses,23,1701,54,1132,12936,159888,1098,232857,5,196200,129,57395,557,9029,12,12,7,36657,969,175462,12386,150859,0,0,793,108490,8472,101940,3,160021,119,51531,490,8184,7,36657,176,66972,3914,48919,2,36179,10,5864,67,845
python-telegram-bot/python-telegram-bot,178,58048,1384,33529,1780,27706,124,39980,7,38974,45,15753,312,5154,8,8,1,1006,79,24227,1468,22552,0,0,8,1332,305,4185,1,8911,16,7579,139,2088,1,1006,71,22895,1163,18367,6,30063,29,8174,173,3066
lneuhaus/pyrpl,77,22097,1266,13582,24567,529282,1528,711438,7,475202,170,146332,1065,30351,20,20,13,236236,1358,565106,23508,498931,2,174292,902,433694,16676,377212,5,340219,116,80817,697,14255,11,61944,456,131412,6832,121719,2,134983,54,65515,368,16096
pymoca/pymoca,31,19752,1742,14583,4538,104616,295,145672,2,145672,15,29504,52,2173,2,2,0,0,280,116168,4486,102443,0,0,224,104651,3731,96072,1,133985,14,29334,49,2154,0,0,56,11517,755,6371,1,11687,1,170,3,19
easypost/easypost-python,92,3072,203,1788,1045,23955,74,35870,2,16611,10,4793,18,353,6,6,4,19259,64,31077,1027,23602,1,3072,11,4877,383,5335,1,5435,8,3630,15,276,3,16187,53,26200,644,18267,1,11176,2,1163,3,77
ratt-ru/stimela,114,7613,133,2819,1104,14307,69,19705,2,6264,8,2574,18,324,4,4,2,13441,61,17131,1086,13983,2,13441,61,17131,1086,13983,2,6264,8,2574,18,324,0,0,0,0,0,0,0,0,0,0,0,0
pytrainer/pytrainer,101,18174,997,14278,23162,389326,1114,621395,6,490521,123,169180,676,22004,16,16,10,130874,991,452215,22490,367322,0,0,353,205896,12307,180221,4,325514,88,119618,456,11814,10,130874,638,246319,10183,187101,2,165007,35,49562,220,10190
emc-isilon/pike,19,13628,854,7687,61,363,1,998,0,0,0,0,0,0,1,1,1,998,1,998,61,363,1,998,1,998,61,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
flask-middleware/flask-security,35,12604,501,8535,5154,73288,288,112142,13,106375,75,50082,304,6148,18,18,5,5767,213,62060,4864,67140,0,0,66,15251,1272,20218,5,40457,37,25206,181,4004,5,5767,147,46809,3592,46922,8,65918,38,24876,123,2144
fedora-infra/anitya,107,13826,412,9304,36730,480792,2020,742309,33,543194,172,154442,703,17263,69,69,36,199115,1848,587867,36040,463529,2,1400,355,147262,11312,160798,15,250331,92,104469,417,10654,34,197715,1493,440605,24728,302731,18,292863,80,49973,286,6609
jupyterhub/batchspawner,6,1147,47,500,21859,318629,912,469649,10,321031,101,148724,650,15533,37,37,27,148618,811,320925,21222,303096,0,0,74,25433,1688,25234,2,37523,11,12090,37,1662,27,148618,737,295492,19534,277862,8,283508,90,136634,613,13871
inmanta/inmanta-core,160,59806,3781,39612,17915,264058,1212,470700,31,211522,150,84687,876,18480,47,47,16,259178,1062,386013,17043,245578,2,178984,717,243096,11064,159379,19,114423,86,50311,545,12172,14,80194,345,142917,5979,86199,12,97099,64,34376,331,6308
vyperlang/vyper,91,22489,1146,16367,3195,40727,222,66072,3,59259,63,17397,205,3677,5,5,2,6813,159,48675,2991,37050,1,5815,158,47677,2930,36692,3,59259,63,17397,205,3677,1,998,1,998,61,358,0,0,0,0,0,0
pierreraybaut/pythonqwt,34,19286,965,15127,5033,116604,348,159752,2,136825,19,31632,91,4034,4,4,2,22927,329,128120,4942,112570,0,0,285,105193,3788,94658,2,136825,19,31632,91,4034,2,22927,44,22927,1154,17912,0,0,0,0,0,0
pierreraybaut/guiqwt,44,33409,1823,16733,13020,331094,918,452907,5,443673,102,122390,730,26702,7,7,2,9234,816,330517,12299,304392,0,0,784,321283,11841,298559,5,443673,102,122390,730,26702,2,9234,32,9234,458,5833,0,0,0,0,0,0
calebbell/fluids,51,60159,1363,46191,10331,287518,696,390953,2,390953,84,109083,501,23692,2,2,0,0,612,281870,9837,263826,0,0,612,281870,9837,264532,2,390953,84,109083,501,23692,0,0,0,0,0,-706,0,0,0,0,0,0
