product,own_files_count,own_files_loc,own_functions_count,own_functions_loc,total_dependency_functions_count,total_dependency_functions_loc,total_dependency_files_count,total_dependency_files_loc,reachable_dependencies,reachable_dependencies_loc,reachable_dependency_files,reachable_dependency_files_loc,reachable_dependency_functions,reachable_dependency_functions_loc,total_dependencies_count,bloated_dependencies_count,bloated_dependencies_loc,bloated_files_count,bloated_files_loc,bloated_functions_count,bloated_functions_loc,bloated_deps_count_1,bloated_deps_loc_1,bloated_files_count_1,bloated_files_loc_1,bloated_functions_count_1,bloated_functions_loc_1,used_direct_deps_count_1,used_direct_deps_loc_1,used_direct_files_count_1,used_direct_files_loc_1,used_direct_functions_count_1,used_direct_functions_loc_1,transitive_bloated_dependencies_count,transitive_bloated_dependencies_loc,transitive_bloated_files_count,transitive_bloated_files_loc,transitive_bloated_functions_count,transitive_bloated_functions_loc,transitive_used_dependencies_count,transitive_used_dependencies_loc,transitive_used_files_count,transitive_used_files_loc,transitive_used_functions_count,transitive_used_functions_loc
comictagger/comictagger,82,17697,714,12618,4692,81686,343,121786,13,100904,43,25031,131,3309,19,6,20882,300,96755,4561,78377,0,0,71,12347,781,12516,8,22667,24,10320,86,2224,6,20882,229,84408,3780,65861,5,78237,19,14711,45,1085
gregreen/dustmaps,24,5668,169,4275,29860,657415,1936,973227,13,779777,146,207919,930,35285,27,14,193450,1790,765308,28935,622130,0,0,1102,447162,17277,416647,7,618107,130,170945,898,34265,14,193450,688,318146,11658,205483,6,161670,16,36974,32,1020
g-node/nixpy,45,9124,553,6593,4028,101344,257,140160,3,140160,24,26274,81,3008,3,0,0,233,113886,3947,98336,0,0,233,113886,3947,98336,3,140160,24,26274,81,3008,0,0,0,0,0,0,0,0,0,0,0,0
20c/vaping,18,2633,128,1709,8552,116795,461,178882,7,31222,19,8241,54,1134,22,15,147660,442,170641,8501,115661,2,31441,79,32731,1644,23542,3,3583,5,2293,24,487,13,116219,363,137910,6857,92119,4,27639,14,5948,30,647
kevin1024/vcrpy,31,3389,279,2311,1337,24173,80,34061,5,20770,17,8784,50,838,7,2,13291,63,25277,1290,23335,1,1915,51,13647,1106,14330,4,19990,16,8258,37,730,1,11376,12,11630,184,9005,1,780,1,526,13,108
mopidy/mopidy-spotify,13,1772,111,1379,5697,84341,317,122908,5,66812,30,10562,155,2973,12,7,56096,287,112346,5550,81368,0,0,58,8704,627,7819,1,11287,9,2583,37,471,7,56096,229,103642,4923,73549,4,55525,21,7979,118,2502
evonove/mkm-sdk,12,1089,29,348,1329,31802,156,45928,2,6786,2,167,2,49,7,5,39142,154,45761,1327,31753,0,0,17,5385,235,3913,1,5435,1,50,1,11,5,39142,137,40376,1092,27840,1,1351,1,117,1,38
wtforms/wtforms,20,3578,220,2064,34,212,2,367,1,367,2,367,3,114,1,0,0,0,0,32,98,0,0,0,0,32,187,1,367,2,367,3,114,0,0,0,0,0,0,0,0,0,0,0,0
sumpfork/dominiontabs,15,5881,154,5256,10232,141562,628,217012,3,135596,27,28144,253,6187,20,17,81416,601,188868,9979,135375,1,1486,137,54752,3293,44073,1,77042,22,23776,240,5918,16,79930,464,134116,6686,91302,2,58554,5,4368,13,269
posativ/isso,25,4646,235,2809,4661,58303,201,89601,7,69483,54,34348,439,10286,10,3,20118,147,55253,4226,48017,0,0,108,34063,2910,33374,5,68006,52,33943,432,10165,3,20118,39,21190,1316,14643,2,1477,2,405,7,121
pywr/pywr,36,6816,413,4607,26098,614365,1629,812891,9,767301,224,289819,2202,63812,17,8,45590,1405,523072,23936,550553,1,29138,1059,407949,15135,404251,4,545313,135,166502,1132,37067,7,16452,346,115123,8801,146302,5,221988,89,123317,1070,26745
flasgger/flasgger,13,2443,113,1859,4399,60687,255,87396,9,62009,35,19984,116,2650,18,9,25387,220,67412,4287,58037,1,998,93,19773,1466,19292,5,27700,15,8925,40,1141,8,24389,127,47639,2821,38745,4,34309,20,11059,76,1509
bradleyg/django-s3direct,24,1270,53,630,8965,107638,901,157880,2,150947,88,37985,354,6182,4,2,6933,813,119895,8618,101456,0,0,783,111990,8179,96800,1,149210,86,37220,348,6096,2,6933,30,7905,439,4656,1,1737,2,765,6,86
lyft/confidant,61,9422,306,6636,25255,320697,1373,474498,30,300590,174,91143,900,17711,69,39,173908,1199,383355,24390,302986,13,61857,726,208454,15081,173685,21,217568,142,70971,753,14852,26,112051,473,174901,9309,129301,9,83022,32,20172,147,2859
samuelcolvin/arq,12,2065,83,1473,2284,31238,83,41606,2,38276,6,7229,13,416,5,3,3330,77,34377,2271,30822,0,0,73,31047,2090,28977,2,38276,6,7229,13,416,3,3330,4,3330,181,1845,0,0,0,0,0,0
samuelcolvin/grablib,8,925,49,679,2170,40794,118,57389,4,38117,26,11617,158,3336,7,3,19272,92,45772,2012,37458,1,14545,46,21375,1404,19982,2,15565,17,8735,120,2549,2,4727,46,24397,608,17476,2,22552,9,2882,38,787
parallelssh/parallel-ssh,23,6886,275,4507,5602,58686,352,97200,2,87821,38,20379,172,2793,7,5,9379,314,76821,5441,55893,2,48,224,42087,3565,33767,1,60283,33,18244,130,2156,3,9331,90,34734,1876,22126,1,27538,5,2135,42,637
jupyter-widgets/ipyleaflet,11,3305,124,1135,18787,262965,1357,496598,6,78099,20,10138,111,2277,40,34,418499,1337,486460,18689,260688,1,746,36,5561,339,3919,2,7879,8,3064,37,700,33,417753,1301,480899,18350,256769,4,70220,12,7074,74,1577
thenaterhood/gscreenshot,30,3805,223,2880,1169,21457,94,31016,1,31016,4,4411,15,528,1,0,0,90,26605,1154,20929,0,0,90,26605,1154,20929,1,31016,4,4411,15,528,0,0,0,0,0,0,0,0,0,0,0,0
veeresht/commpy,24,6229,213,4251,34638,693194,2191,1200071,6,1008126,55,77442,343,14779,17,11,191945,2136,1122629,34297,678415,0,0,1588,897997,25217,532250,4,969494,51,71497,327,14244,11,191945,548,224632,9080,146165,2,38632,4,5945,16,535
smartsheet-platform/smartsheet-python-sdk,182,21065,1477,10751,1441,30625,126,45137,5,25349,13,8231,50,1283,8,3,19788,113,36906,1391,29342,1,3809,61,10898,749,11179,3,14049,10,6960,46,1183,2,15979,52,26008,642,18163,2,11300,3,1271,4,100
encode/django-rest-framework,76,16422,961,11322,9046,108722,907,160516,3,153583,114,52969,452,7931,5,2,6933,793,107547,8603,100791,0,0,760,99271,8094,95362,1,149210,109,49939,435,7594,2,6933,33,8276,509,5429,2,4373,5,3030,17,337
cuthbertlab/music21,254,289745,4457,110529,16166,301396,1038,528128,6,322150,41,39881,103,2525,23,17,205978,997,488247,16063,298871,2,9125,258,176135,4427,73009,4,182837,32,15827,79,1469,15,196853,739,312112,11636,225862,2,139313,9,24054,24,1056
pyfilesystem/pyfilesystem2,58,15848,820,11555,1460,19353,70,29144,3,29144,3,1848,8,44,3,0,0,67,27296,1452,19309,0,0,67,27296,1452,19309,3,29144,3,1848,8,44,0,0,0,0,0,0,0,0,0,0,0,0
googlecloudplatform/perfkitbenchmarker,650,142569,6061,91001,34478,607539,2267,962238,28,643661,254,260996,1933,60137,58,30,318577,2013,701242,32586,547402,0,0,90,33791,2440,32706,3,53304,25,19513,238,4321,30,318577,1923,667451,30146,514696,25,590357,229,241483,1695,55816
jarun/buku,9,1571,106,1085,4138,48370,193,74148,0,0,0,0,0,0,9,9,74148,193,74148,4138,48370,3,37829,115,37829,2267,23818,0,0,0,0,0,0,6,36319,78,36319,1871,24552,0,0,0,0,0,0
globocom/m3u8,7,2437,134,1603,12,137,3,447,1,447,1,162,3,74,1,0,0,2,285,9,63,0,0,2,285,9,63,1,447,1,162,3,74,0,0,0,0,0,0,0,0,0,0,0,0
safetyculture/safetyculture-sdk-python,13,2728,117,2149,6907,98307,485,149568,9,85414,25,21086,202,6865,19,10,64154,460,128482,6705,91442,3,9345,297,63660,3458,47142,7,73240,22,18925,198,6786,7,54809,163,64822,3247,44300,2,12174,3,2161,4,79
pallets-eco/flask-caching,15,2312,105,1656,3074,42410,148,61564,4,47066,11,4600,32,506,10,6,14498,137,56964,3045,41904,0,0,22,8116,418,6891,2,9963,8,1847,25,378,6,14498,115,48848,2627,35013,2,37103,3,2753,7,128
beeware/briefcase,60,16184,622,12683,15011,233401,1390,531068,11,166157,64,31831,313,6283,36,25,364911,1326,499237,14699,227118,4,227232,691,243872,9773,147109,7,46102,57,29462,262,5504,21,137679,635,255365,4926,80009,4,120055,7,2369,51,779
mfussenegger/cr8,23,3489,217,2363,3992,58854,650,159230,10,145529,31,19503,139,4557,17,7,13701,619,139727,3859,54297,0,0,556,113017,2889,31624,6,126497,23,13480,101,3751,7,13701,63,26710,970,22673,4,19032,8,6023,38,806
insrapperswil/nuts,23,1636,160,951,26945,373241,1722,548504,3,32428,22,10366,53,677,55,52,516076,1700,538138,26896,372564,3,1023,106,23085,1891,23393,3,32428,22,10366,53,677,49,515053,1594,515053,25005,349171,0,0,0,0,0,0
datalad/datalad,205,69995,2167,49144,11248,170263,885,280586,17,222598,87,32716,348,7199,30,13,57988,798,247870,10901,163064,2,2904,582,173116,7009,111406,15,200046,78,29834,310,6412,11,55084,216,74754,3892,51658,2,22552,9,2882,38,787
onelogin/python3-saml,31,6701,249,5191,511,6691,47,11449,2,9908,7,1184,9,381,4,2,1541,40,10265,502,6310,1,543,39,9267,441,5947,2,9908,7,1184,9,381,1,998,1,998,61,363,0,0,0,0,0,0
onelogin/python-saml,26,6509,220,5264,69,576,11,1050,1,1050,3,299,6,56,1,0,0,8,751,64,520,0,0,8,751,64,522,1,1050,3,299,6,56,0,0,0,0,0,0,0,0,0,0,0,0
weaveworks/grafanalib,15,7129,207,2456,192,4265,19,5459,1,5459,4,4369,10,205,1,0,0,15,1090,182,4060,0,0,15,1090,182,4060,1,5459,4,4369,10,205,0,0,0,0,0,0,0,0,0,0,0,0
hadrieng/insilicoseq,16,2723,61,2230,23143,504331,1482,718860,7,623187,88,109822,425,17920,12,5,95673,1394,609038,22722,486411,1,787,1226,504139,17253,408285,6,612011,86,108659,422,17843,4,94886,168,104899,5469,78126,1,11176,2,1163,3,77
nucleic/atom,27,3147,118,1960,162,1687,1,3072,0,0,0,0,0,0,1,1,3072,1,3072,162,1687,1,3072,1,3072,162,1687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
geopy/geopy,45,10603,346,7813,64,1886,8,2366,1,2366,3,1878,36,1333,1,0,0,5,488,28,553,0,0,5,488,28,553,1,2366,3,1878,36,1333,0,0,0,0,0,0,0,0,0,0,0,0
mechanicalsoup/mechanicalsoup,7,1316,67,1014,1759,35627,124,51915,3,23557,12,9317,32,1002,9,6,28358,112,42598,1727,34625,1,7110,46,11337,842,12676,2,12381,10,8154,29,925,5,21248,66,31261,885,21949,1,11176,2,1163,3,77
openidc/pyoidc,105,28170,1165,19921,10735,142697,764,224764,10,164907,94,47630,532,9440,21,11,59857,670,177134,10214,133257,1,846,280,69297,4752,52933,6,94307,64,25856,379,6952,10,59011,390,107837,5462,80324,4,70600,30,21774,153,2488
freakboy3742/pyxero,12,2271,120,1422,4287,64315,292,93494,5,41201,27,9568,133,3154,13,8,52293,265,83926,4155,61161,3,27448,121,28685,1898,20971,2,6786,14,5549,90,2315,5,24845,144,55241,2257,40190,3,34415,13,4019,43,839
python-smpplib/python-smpplib,11,2232,104,906,61,363,1,998,1,998,1,998,2,4,1,0,0,0,0,59,359,0,0,0,0,59,359,1,998,1,998,2,4,0,0,0,0,0,0,0,0,0,0,0,0
autokey/autokey,84,16515,1182,11536,1002,11074,83,28795,4,28795,13,9751,111,2106,4,0,0,70,19044,894,8968,0,0,70,19044,835,8617,3,27797,12,8753,109,2102,0,0,0,0,59,351,1,998,1,998,2,4
viniciuschiele/flask-apscheduler,7,917,58,659,5148,71013,276,105007,6,72413,10,6105,42,1065,15,9,32594,266,98902,5108,69948,0,0,71,17249,945,14510,3,21007,7,3758,37,1035,9,32594,195,81653,4163,55438,3,51406,3,2347,5,30
aksw/quitstore,34,6940,384,5491,7081,95532,347,146283,12,120939,71,59725,473,9186,19,7,25344,276,86558,6614,86346,0,0,127,30863,2269,31560,6,60853,40,29990,311,6071,7,25344,149,55695,4345,54786,6,60086,31,29735,162,3115
danielperna84/ha-philipsjs,10,12840,116,1737,4268,52593,229,76739,8,56613,58,21355,379,6132,11,3,20126,171,55384,3891,46461,0,0,69,15110,1540,14355,2,26550,27,11440,197,2983,3,20126,102,40274,2351,32106,6,30063,31,9915,182,3149
packethost/packet-python,24,1756,185,1308,882,22187,73,32714,2,16611,9,4478,19,373,5,3,16103,64,28236,863,21814,0,0,11,2120,220,3628,1,5435,7,3315,16,296,3,16103,53,26116,643,18186,1,11176,2,1163,3,77
osmcode/pyosmium,11,1912,121,993,882,22187,73,32714,3,27987,19,7580,117,2557,5,2,4727,54,25134,765,19630,0,0,8,737,157,2154,1,5435,10,4698,79,1770,2,4727,46,24397,608,17476,2,22552,9,2882,38,787
teledynelecroy/signalintegrity,512,68925,4066,54142,30498,595418,2161,942427,7,583213,98,130251,609,24201,18,11,359214,2063,812176,29894,571217,2,189006,1351,612049,20607,436410,4,543483,84,120440,556,22696,9,170208,712,200127,9287,134807,3,39730,14,9811,53,1505
goldmann/docker-squash,12,1975,76,1724,1839,38381,169,53916,5,46083,34,11547,156,3309,8,3,7833,135,42369,1683,35072,0,0,55,11064,590,10669,1,14033,13,2969,32,573,3,7833,80,31305,1093,24403,4,32050,21,8578,124,2736
vlachoudis/bcnc,106,56046,2338,43583,6079,134384,376,184625,5,184032,39,56530,397,11417,6,1,593,337,128095,5683,122967,1,593,337,128095,5683,123008,5,184032,39,56530,397,11417,0,0,0,0,0,0,0,0,0,0,0,0
nengo/nengo,106,27827,1424,17609,3780,98226,238,133985,1,133985,45,54524,259,13358,1,0,0,193,79461,3521,84868,0,0,193,79461,3521,84868,1,133985,45,54524,259,13358,0,0,0,0,0,0,0,0,0,0,0,0
nengo/nengo-spa,45,8520,462,5329,6176,130620,431,179389,2,179389,42,42179,169,6485,2,0,0,389,137210,6012,124135,0,0,174,37835,2348,31737,1,45404,19,7569,53,687,0,0,215,99375,3664,92398,1,133985,23,34610,116,5798
nengo/nengo-gui,52,12598,805,9221,6176,130620,431,179389,2,179389,30,36934,90,3381,2,0,0,401,142455,6087,127239,0,0,183,41710,2378,32136,1,45404,10,3694,18,258,0,0,218,100745,3709,95103,1,133985,20,33240,72,3123
coddingtonbear/django-measurement,6,322,14,243,22426,344041,1763,660787,1,149210,7,7569,24,225,8,7,511577,1756,653218,22408,343816,2,1499,885,143140,8580,103322,1,149210,7,7569,24,225,5,510078,871,510078,13828,240494,0,0,0,0,0,0
xtrinch/fcm-django,23,1445,56,634,21463,295799,1932,467309,4,183925,36,28262,94,1267,43,39,283384,1896,439047,21379,294532,0,0,869,137299,9202,109652,2,160667,29,23368,81,1119,39,283384,1027,301748,12177,184880,2,23258,7,4894,13,148
devexp-db/distgen,11,993,72,768,1261,16472,49,22978,4,22611,9,7988,38,624,5,1,367,40,14990,1224,15848,0,0,38,14623,1190,15643,4,22611,9,7988,38,624,1,367,2,367,34,205,0,0,0,0,0,0
relekang/python-semantic-release,23,3687,168,2675,12578,164779,1097,352517,11,93816,57,28866,348,6902,37,26,258701,1040,323651,12233,157877,2,9878,218,51259,3153,46278,7,66806,44,25425,304,6061,24,248823,822,272392,9080,111599,4,27010,13,3441,44,841
dmtf/python-redfish-library,12,4678,211,3938,1586,31049,128,46348,8,24079,16,8057,82,1187,13,5,22269,112,38291,1504,29862,0,0,14,2499,273,4045,3,6188,9,3689,24,384,5,22269,98,35792,1231,25817,5,17891,7,4368,58,803
justinfx/fileseq,8,3818,156,2953,1853,23717,225,40304,1,40304,18,11701,68,938,1,0,0,207,28603,1788,22779,0,0,207,28603,1788,22877,1,40304,18,11701,68,938,0,0,0,0,0,0,0,0,0,0,0,0
redhatqe/widgetastic.core,34,8395,531,5604,10926,133598,581,218760,3,132892,22,5188,51,930,20,17,85868,559,213572,10879,132668,1,3072,309,130776,7427,74716,3,132892,22,5188,51,930,16,82796,250,82796,3452,57952,0,0,0,0,0,0
redhatqe/wrapanapi,37,15271,1199,11710,70021,1170446,8657,2051977,61,925476,251,273802,1491,35240,160,99,1126501,8406,1778175,68539,1135206,2,390864,2383,671248,28337,465862,22,441642,107,161258,538,14674,97,735637,6023,1106927,40202,669344,39,483834,144,112544,953,20566
dpgaspar/flask-appbuilder,87,20099,1143,12853,21342,308060,1404,552428,29,336498,135,119107,667,14847,50,21,215930,1269,433321,20689,293213,1,9466,175,32315,2562,34417,15,49712,55,26863,290,6152,20,206464,1094,401006,18127,258796,14,286786,80,92244,377,8695
django-money/django-money,36,1830,119,1157,10873,135343,998,197784,5,190851,77,36150,266,4422,7,2,6933,921,161634,10614,130921,0,0,868,144881,9731,118358,3,177551,73,32670,224,3364,2,6933,53,16753,883,12563,2,13300,4,3480,42,1058
cokelaer/bioservices,67,24257,880,16336,29637,517398,1816,793798,19,571701,209,202825,1363,42212,47,28,222097,1607,590973,28315,475186,1,1915,406,179759,9617,177985,11,325288,147,147444,1159,35024,27,220182,1201,411214,18698,297201,8,246413,62,55381,204,7188
cokelaer/spectrum,40,10528,353,7964,21048,455447,1361,696051,7,557413,101,123190,570,24557,19,12,138638,1260,572861,20482,430890,1,3734,792,403917,13159,321187,3,515945,88,115762,531,23424,11,134904,468,168944,7323,109703,4,41468,13,7428,39,1133
pyabel/pyabel,57,13300,300,8874,11772,306398,765,419489,3,418491,82,101327,548,23926,4,1,998,683,318162,11229,282472,1,998,683,318162,11229,282819,3,418491,82,101327,548,23926,0,0,0,0,0,0,0,0,0,0,0,0
brobin/django-seed,14,1454,124,935,10666,125826,1549,471360,4,455813,32,18445,92,1680,8,4,15547,1517,452915,10586,124146,0,0,1467,436276,9780,113298,3,454076,31,17800,89,1652,4,15547,50,16639,806,10848,1,1737,1,645,3,28
dmoj/judge-server,163,10540,709,6378,6490,82009,465,208965,7,208965,77,73765,739,11697,7,0,0,388,135200,5753,70312,0,0,308,112332,1550,19710,6,130182,42,17850,116,2445,0,0,80,22868,4203,50602,1,78783,35,55915,623,9252
napalm-automation/napalm,58,25047,608,21332,13991,200013,1173,331429,15,227412,70,46865,425,8832,34,19,104017,1103,284564,13570,191181,2,22879,783,181504,8623,122857,12,201928,61,43303,388,8074,17,81138,320,103060,4947,68324,3,25484,9,3562,37,758
kz26/pyexcelerate,19,1797,172,1089,857,10738,28,15598,2,15231,5,6038,17,288,3,1,367,23,9560,840,10450,0,0,21,9193,806,10238,2,15231,5,6038,17,288,1,367,2,367,34,212,0,0,0,0,0,0
paulhancock/aegean,27,11047,205,9486,35223,798683,2415,1182169,14,1009664,189,266203,1233,51068,26,12,172505,2226,915966,34000,747615,0,0,1137,505878,16989,444294,6,659081,112,153203,746,27702,12,172505,1089,410088,17011,303321,8,350583,77,113000,487,23366
lmfit/lmfit-py,19,10262,371,7995,12482,318883,944,441299,5,441299,93,113078,531,23065,5,0,0,851,328221,11957,295818,0,0,641,298385,10155,273033,4,400995,78,102610,478,22428,0,0,210,29836,1802,22785,1,40304,15,10468,53,637
neutronx/django-markdownx,23,1589,41,822,10539,134042,1030,196544,4,189198,60,33199,148,2427,7,3,7346,970,163345,10394,131615,0,0,938,155027,9913,126723,3,187461,58,32434,142,2341,3,7346,32,8318,481,4892,1,1737,2,765,6,86
identitypython/pysaml2,150,65067,2945,32980,5602,81015,325,132967,8,53040,31,18492,170,2987,15,7,79927,294,114475,5433,78028,1,22006,152,46541,2420,30224,6,40866,28,16331,166,2908,6,57921,142,67934,3013,47804,2,12174,3,2161,4,79
identitypython/djangosaml2,15,1875,84,1286,17304,218539,1352,349642,11,262782,142,87261,921,17938,20,9,86860,1210,262381,16396,200601,0,0,882,134931,10513,117514,3,209055,124,74124,826,15910,9,86860,328,127450,5883,83087,8,53727,18,13137,95,2028
django-getpaid/django-getpaid,54,2694,130,959,9769,122183,1029,177822,4,151783,92,42258,357,6124,11,7,26039,937,135564,9422,116059,3,12604,107,13764,642,10558,3,2573,4,1413,18,158,4,13435,830,121800,8780,105501,1,149210,88,40845,339,5966
darknessomi/musicbox,18,4494,226,3570,1362,30141,90,43575,3,27987,20,7737,119,2623,7,4,15588,70,35838,1243,27518,0,0,7,580,155,2088,1,5435,11,4855,81,1836,4,15588,63,35258,1088,25430,2,22552,9,2882,38,787
astroua/turbustat,74,19020,431,14013,54305,1311013,3712,1851805,19,1470140,382,517659,2721,102982,42,23,381665,3330,1334146,51636,1208031,0,0,2015,821386,29400,740856,7,1162215,256,340829,1594,65738,23,381665,1315,512760,22236,467175,12,307925,126,176830,1127,37244
macs3-project/macs,25,3953,63,2973,22854,524806,1287,728106,3,240306,42,57880,633,9410,15,12,487800,1245,670226,22221,515396,2,4048,326,159233,8141,152301,2,212768,40,57583,629,9384,10,483752,919,510993,14080,363095,1,27538,2,297,4,26
thumbor/thumbor,114,11371,533,7296,2771,43848,179,65172,9,61623,40,25352,210,4830,12,3,3549,139,39820,2564,39018,1,2636,89,24277,1223,21610,2,32044,13,10403,72,1799,2,913,50,15543,1341,17408,7,29579,27,14949,138,3031
ros-infrastructure/bloom,41,10081,391,6905,6487,79959,381,125553,10,112185,54,23646,312,4980,13,3,13368,327,101907,6175,74979,0,0,142,43716,2782,37119,6,55418,20,11702,138,1740,3,13368,185,58191,3393,37860,4,56767,34,11944,174,3240
ros-infrastructure/ros_buildfarm,236,20282,534,13070,6375,81142,390,125295,6,90387,48,20078,256,4198,13,7,34908,342,105217,6119,76944,1,3545,61,6870,989,11394,3,14404,31,11079,105,1465,6,31363,281,98347,5130,65550,3,75983,17,8999,151,2733
cgatoxford/umi-tools,20,7888,157,5346,34566,687672,1983,1006457,11,797016,199,254419,1770,55776,22,11,209441,1784,752038,32837,631896,0,0,1189,506719,20917,468436,7,754650,191,247931,1745,55186,11,209441,595,245319,11920,163460,4,42366,8,6488,25,590
odlgroup/odl,149,70557,2182,54852,12375,314037,935,435320,4,435320,104,123843,627,25956,4,0,0,831,311477,11756,288081,0,0,831,311477,11756,288475,4,435320,104,123843,627,25956,0,0,0,0,0,0,0,0,0,0,0,0
tarpas/pytest-testmon,9,2376,160,1884,2631,36313,132,50922,3,44712,22,10271,176,3268,7,4,6210,110,40651,2455,33045,0,0,77,33618,2087,27954,2,43287,21,9669,175,3266,4,6210,33,7033,368,5091,1,1425,1,602,1,2
samreay/chainconsumer,12,4284,106,3742,32743,742789,2096,1080372,9,947111,181,243807,1541,58135,19,10,133261,1915,836565,31238,684654,0,0,1272,617731,19117,474497,4,734244,84,116513,557,25271,10,133261,643,218834,12121,210157,5,212867,97,127294,984,32864
poppy-project/pypot,89,13367,871,8101,26124,567691,1682,957726,4,423017,44,57065,207,8057,12,8,534709,1638,900661,25921,559634,2,6022,744,371974,11892,306055,4,423017,44,57065,207,8057,6,528687,894,528687,14029,253579,0,0,0,0,0,0
kalaspuff/tomodachi,43,9042,241,7017,6018,84151,320,124215,11,68686,32,17180,131,2180,25,14,55529,288,107035,5895,81971,3,1004,115,38086,2511,31415,5,45928,17,8846,86,1302,11,54525,173,68949,3384,50556,6,22758,15,8334,45,878
transifex/transifex-client,18,4397,166,3520,2020,38009,147,56150,6,49835,31,17115,98,2018,10,4,6315,116,39035,1924,35991,0,0,67,17871,1336,21278,4,34134,28,16263,77,1676,4,6315,49,21164,588,14713,2,15701,3,852,21,342
jtpereyda/boofuzz,142,21624,1045,14493,8090,110107,495,166190,12,131528,58,38934,201,3011,19,7,34662,437,127256,7893,107096,1,5459,122,48163,3383,48629,8,67045,34,24341,137,2126,6,29203,315,79093,4510,58467,4,64483,24,14593,64,885
op2/pyop2,36,14897,1062,9134,14901,230963,730,317471,6,231923,69,101378,774,13953,26,20,85548,661,216093,14128,217010,0,0,322,104512,4467,103550,3,148258,30,43746,109,3957,20,85548,339,111581,9661,113460,3,83665,39,57632,665,9996
theopolis/uefi-firmware-parser,27,7958,292,3315,2124,26799,247,47549,1,40304,2,1230,2,29,2,1,7245,245,46319,2122,26770,0,0,223,39074,1851,23688,1,40304,2,1230,2,29,1,7245,22,7245,271,3082,0,0,0,0,0,0
geopandas/geopandas,44,22757,644,18594,11586,268972,682,355781,8,339039,164,177214,1370,46458,17,9,16742,518,178567,10261,222514,0,0,223,60629,5366,115647,5,192288,121,131659,1158,38749,9,16742,295,117938,4895,106867,3,146751,43,45555,212,7709
tintinweb/scapy-ssl_tls,9,5311,337,2572,8160,89978,483,212126,3,212126,72,55766,430,5327,3,0,0,411,156360,7730,84651,0,0,168,49868,2603,33051,2,57106,21,7238,109,1607,0,0,243,106492,5127,51600,1,155020,51,48528,321,3720
automl/auto-sklearn,185,35188,1134,27479,39460,850287,2151,1162023,14,885566,338,392129,2871,107762,40,26,276457,1813,769894,36637,742525,2,69325,1357,554652,24973,590025,11,875936,335,390609,2856,107500,24,207132,456,215242,11664,152500,3,9630,3,1520,15,262
automl/configspace,32,9567,252,6996,11225,300943,711,410266,3,150226,18,30166,44,1344,5,2,260040,693,380100,11182,299599,2,260040,692,380094,10967,295327,2,144898,16,24844,40,1313,0,0,1,6,215,4272,1,5328,2,5322,4,31
